SYMBOL,MKTCAP,SECTOR,INDUSTRY
TPH,$2B (Small),Consumer Discretionary,Household Durables
TRCO,$3B (Small),Consumer Discretionary,Media
TRMB,$7B (Mid),Information Technology,"Electronic Equipment, Instruments & Components"
TNET,$2B (Small),Industrials,Professional Services
TRN,$4B (Mid),Industrials,Machinery
TSE,$3B (Small),Materials,Chemicals
TRIP,$7B (Mid),Consumer Discretionary,Internet & Direct Marketing Retail
TRTN,$1B (Small),Industrials,Trading Companies & Distributors
TGI,$1B (Small),Industrials,Aerospace & Defense
TROX,$1B (Small),Materials,Chemicals
TRMK,$2B (Small),Financials,Banks
TTMI,$1B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
TUP,$3B (Small),Consumer Discretionary,Household Durables
TKC,$6B (Mid),Telecommunication Services,Wireless Telecommunication Services
TRQ,$7B (Mid),Materials,Metals & Mining
TPC,$1B (Small),Industrials,Construction & Engineering
FOXA,$29B (Large),Consumer Discretionary,Media
TWLO,$3B (Small),Information Technology,Internet Software & Services
TWTR,$13B (Mid),Information Technology,Internet Software & Services
TWO,$3B (Small),Financials,Mortgage Real Estate Investment Trusts (REITs)
TYL,$5B (Mid),Information Technology,Software
TSN,$21B (Large),Consumer Staples,Food Products
USB,$85B (Large),Financials,Banks
SLCA,$4B (Small),Energy,Energy Equipment & Services
UBNT,$4B (Mid),Information Technology,Communications Equipment
UBS,$60B (Large),Financials,Capital Markets
UDR,$9B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
UGI,$8B (Mid),Utilities,Gas Utilities
ULTA,$16B (Mid),Consumer Discretionary,Specialty Retail
ULTI,$6B (Mid),Information Technology,Software
RARE,$3B (Small),Health Care,Biotechnology
UGP,$11B (Mid),Energy,"Oil, Gas & Consumable Fuels"
UMBF,$4B (Small),Financials,Banks
UMPQ,$4B (Mid),Financials,Banks
UNPA,$3B (Small),Financials,Banks
UA,$7B (Mid),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
UNF,$3B (Small),Industrials,Commercial Services & Supplies
UN,$62B (Large),Consumer Staples,Personal Products
UL,$51B (Large),Consumer Staples,Personal Products
UBSH,$1B (Small),Financials,Banks
UNP,$85B (Large),Industrials,Road & Rail
UNT,$1B (Small),Energy,Energy Equipment & Services
UBSI,$3B (Small),Financials,Banks
UCBI,$2B (Small),Financials,Banks
UAL,$22B (Large),Industrials,Airlines
UFCS,$1B (Small),Financials,Insurance
UMC,$4B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
UNFI,$2B (Small),Consumer Staples,Food & Staples Retailing
UOVEY,$24B (Large),Financials,Banks
UPS,$102B (Large),Industrials,Air Freight & Logistics
URI,$9B (Mid),Industrials,Trading Companies & Distributors
USM,$3B (Small),Telecommunication Services,Wireless Telecommunication Services
X,$6B (Mid),Materials,Metals & Mining
UTX,$89B (Large),Industrials,Aerospace & Defense
UTHR,$5B (Mid),Health Care,Biotechnology
UUGRY,$8B (Mid),Utilities,Water Utilities
UNH,$153B (Large),Health Care,Health Care Providers & Services
UNVR,$3B (Small),Industrials,Trading Companies & Distributors
UVV,$1B (Small),Consumer Staples,Tobacco
OLED,$3B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
UFPI,$2B (Small),Industrials,Building Products
UHS,$12B (Mid),Health Care,Health Care Providers & Services
UNM,$10B (Mid),Financials,Insurance
UPMKY,$12B (Mid),Materials,Paper & Forest Products
UE,$3B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
URBN,$4B (Small),Consumer Discretionary,Specialty Retail
USFD,$5B (Mid),Consumer Staples,Food & Staples Retailing
USAC,$1B (Small),Energy,Energy Equipment & Services
USNA,$1B (Small),Consumer Staples,Personal Products
USG,$4B (Mid),Industrials,Building Products
MTN,$6B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
VALE,$27B (Large),Materials,Metals & Mining
VRX,$5B (Mid),Health Care,Pharmaceuticals
VLO,$28B (Large),Energy,"Oil, Gas & Consumable Fuels"
VLP,$3B (Small),Energy,"Oil, Gas & Consumable Fuels"
VR,$4B (Mid),Financials,Insurance
VLY,$3B (Small),Financials,Banks
VMI,$3B (Small),Industrials,Construction & Engineering
VAL,$8B (Mid),Materials,Chemicals
VVV,$4B (Mid),Materials,Chemicals
VNTV,$11B (Mid),Information Technology,IT Services
VAR,$8B (Mid),Health Care,Health Care Equipment & Supplies
WOOF,$5B (Mid),Health Care,Health Care Providers & Services
VGR,$3B (Small),Consumer Staples,Tobacco
VVC,$4B (Mid),Utilities,Multi-Utilities
VEDL,$10B (Mid),Materials,Metals & Mining
VEEV,$6B (Mid),Health Care,Health Care Technology
VTR,$21B (Large),Real Estate,Equity Real Estate Investment Trusts (REITs)
VEOEY,$9B (Mid),Utilities,Multi-Utilities
VER,$8B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
PAY,$2B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
VRNT,$2B (Small),Information Technology,Software
VRSN,$8B (Mid),Information Technology,Internet Software & Services
VRSK,$14B (Mid),Industrials,Professional Services
VZ,$203B (Large),Telecommunication Services,Diversified Telecommunication Services
VSM,$3B (Small),Information Technology,Semiconductors & Semiconductor Equipment
VRTX,$19B (Mid),Health Care,Biotechnology
VFC,$23B (Large),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
VIAB,$13B (Mid),Consumer Discretionary,Media
VSAT,$4B (Mid),Information Technology,Communications Equipment
VIAV,$2B (Small),Information Technology,Communications Equipment
VIP,$6B (Mid),Telecommunication Services,Wireless Telecommunication Services
VCO,$1B (Small),Consumer Staples,Beverages
VNOM,$1B (Small),Energy,"Oil, Gas & Consumable Fuels"
VIPS,$7B (Mid),Consumer Discretionary,Internet & Direct Marketing Retail
VA,$3B (Small),Industrials,Airlines
VIRT,$2B (Small),Financials,Capital Markets
V,$177B (Large),Information Technology,IT Services
VSH,$2B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
VSTO,$2B (Small),Consumer Discretionary,Leisure Products
VC,$3B (Small),Consumer Discretionary,Auto Components
VMW,$32B (Large),Information Technology,Software
VOD,$65B (Large),Telecommunication Services,Wireless Telecommunication Services
VLKAY,$40B (Large),Consumer Discretionary,Automobiles
VG,$1B (Small),Telecommunication Services,Diversified Telecommunication Services
VNO,$19B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
VOYA,$8B (Mid),Financials,Diversified Financial Services
VTKLY,$3B (Small),Information Technology,Communications Equipment
VMC,$17B (Mid),Materials,Construction Materials
VWR,$3B (Small),Health Care,Life Sciences Tools & Services
GWW,$14B (Mid),Industrials,Trading Companies & Distributors
WPC,$6B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
WRB,$8B (Mid),Financials,Insurance
GRA,$4B (Mid),Materials,Chemicals
WBC,$6B (Mid),Industrials,Machinery
WACLY,$2B (Small),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
WDR,$2B (Small),Financials,Capital Markets
WAGE,$3B (Small),Industrials,Professional Services
WMMVY,$32B (Large),Consumer Staples,Food & Staples Retailing
WMT,$218B (Large),Consumer Staples,Food & Staples Retailing
WBA,$92B (Large),Consumer Staples,Food & Staples Retailing
DIS,$157B (Large),Consumer Discretionary,Media
WAFD,$3B (Small),Financials,Thrifts & Mortgage Finance
WPG,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
WRE,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
WCN,$13B (Mid),Industrials,Commercial Services & Supplies
WM,$31B (Large),Industrials,Commercial Services & Supplies
WAT,$11B (Mid),Health Care,Life Sciences Tools & Services
WSO,$5B (Mid),Industrials,Trading Companies & Distributors
WTS,$2B (Small),Industrials,Machinery
W,$3B (Small),Consumer Discretionary,Internet & Direct Marketing Retail
WDFC,$2B (Small),Consumer Staples,Household Products
WFT,$5B (Mid),Energy,Energy Equipment & Services
WBMD,$2B (Small),Information Technology,Internet Software & Services
WBS,$5B (Mid),Financials,Banks
WEC,$18B (Mid),Utilities,Multi-Utilities
WB,$10B (Mid),Information Technology,Internet Software & Services
WRI,$5B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
WMK,$2B (Small),Consumer Staples,Food & Staples Retailing
WCG,$6B (Mid),Health Care,Health Care Providers & Services
WFC,$269B (Large),Financials,Banks
HCN,$23B (Large),Real Estate,Equity Real Estate Investment Trusts (REITs)
WEN,$3B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
WERN,$2B (Small),Industrials,Road & Rail
WSBC,$2B (Small),Financials,Banks
WAIR,$1B (Small),Industrials,Aerospace & Defense
WCC,$3B (Small),Industrials,Trading Companies & Distributors
WSTC,$2B (Small),Industrials,Commercial Services & Supplies
WST,$6B (Mid),Health Care,Health Care Equipment & Supplies
WABC,$2B (Small),Financials,Banks
WR,$8B (Mid),Utilities,Electric Utilities
WAL,$5B (Mid),Financials,Banks
WDC,$18B (Mid),Information Technology,"Technology Hardware, Storage & Peripherals"
WGP,$9B (Mid),Energy,"Oil, Gas & Consumable Fuels"
WES,$8B (Mid),Energy,"Oil, Gas & Consumable Fuels"
WNR,$4B (Mid),Energy,"Oil, Gas & Consumable Fuels"
WNRL,$1B (Small),Energy,"Oil, Gas & Consumable Fuels"
WU,$10B (Mid),Information Technology,IT Services
WAB,$8B (Mid),Industrials,Machinery
WLK,$7B (Mid),Materials,Chemicals
WBK,$79B (Large),Financials,Banks
WRK,$13B (Mid),Materials,Containers & Packaging
WEX,$5B (Mid),Information Technology,IT Services
WY,$23B (Large),Real Estate,Equity Real Estate Investment Trusts (REITs)
WGL,$4B (Small),Utilities,Gas Utilities
WHR,$13B (Mid),Consumer Discretionary,Household Durables
WTM,$4B (Mid),Financials,Insurance
WWAV,$10B (Mid),Consumer Staples,Food Products
WLL,$3B (Small),Energy,"Oil, Gas & Consumable Fuels"
WFM,$10B (Mid),Consumer Staples,Food & Staples Retailing
WMB,$23B (Large),Energy,"Oil, Gas & Consumable Fuels"
WPZ,$22B (Large),Energy,"Oil, Gas & Consumable Fuels"
WSM,$5B (Mid),Consumer Discretionary,Specialty Retail
WLTW,$16B (Mid),Financials,Insurance
WINS,$4B (Small),Financials,Capital Markets
WTFC,$4B (Small),Financials,Banks
WIT,$23B (Large),Information Technology,IT Services
WETF,$2B (Small),Financials,Capital Markets
WIX,$2B (Small),Information Technology,Internet Software & Services
WNS,$1B (Small),Information Technology,IT Services
WOSYY,$15B (Mid),Industrials,Trading Companies & Distributors
WWW,$2B (Small),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
WWD,$4B (Mid),Industrials,Machinery
WF,$7B (Mid),Financials,Banks
WDAY,$14B (Mid),Information Technology,Software
INT,$3B (Small),Energy,"Oil, Gas & Consumable Fuels"
WWE,$1B (Small),Consumer Discretionary,Media
WOR,$4B (Small),Materials,Metals & Mining
WPPGY,$27B (Large),Consumer Discretionary,Media
WPX,$5B (Mid),Energy,"Oil, Gas & Consumable Fuels"
WMGI,$2B (Small),Health Care,Health Care Equipment & Supplies
WSFS,$1B (Small),Financials,Thrifts & Mortgage Finance
WYN,$8B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
WYNN,$10B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
XEL,$20B (Mid),Utilities,Electric Utilities
XNCR,$1B (Small),Health Care,Biotechnology
XHR,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
XRX,$10B (Mid),Information Technology,IT Services
XLNX,$14B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
XL,$10B (Mid),Financials,Insurance
XPO,$5B (Mid),Industrials,Air Freight & Logistics
XYL,$9B (Mid),Industrials,Machinery
YDKN,$2B (Small),Financials,Banks
YHOO,$38B (Large),Information Technology,Internet Software & Services
AUY,$3B (Small),Materials,Metals & Mining
YNDX,$6B (Mid),Information Technology,Internet Software & Services
YZC,$1B (Small),Energy,"Oil, Gas & Consumable Fuels"
YELP,$3B (Small),Information Technology,Internet Software & Services
YIN,$1B (Small),Financials,Capital Markets
YRD,$2B (Small),Information Technology,Internet Software & Services
YPF,$6B (Mid),Energy,"Oil, Gas & Consumable Fuels"
YUMC,$11B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
YUM,$23B (Large),Consumer Discretionary,"Hotels, Restaurants & Leisure"
YY,$2B (Small),Information Technology,Internet Software & Services
ZAYO,$8B (Mid),Telecommunication Services,Diversified Telecommunication Services
ZBRA,$4B (Mid),Information Technology,"Electronic Equipment, Instruments & Components"
ZLTQ,$2B (Small),Health Care,Health Care Equipment & Supplies
ZEN,$2B (Small),Information Technology,Software
ZG,$2B (Small),Information Technology,Internet Software & Services
ZBH,$20B (Mid),Health Care,Health Care Equipment & Supplies
ZION,$8B (Mid),Financials,Banks
ZTS,$24B (Large),Health Care,Pharmaceuticals
ZTO,$10B (Mid),Industrials,Air Freight & Logistics
ZURVY,$39B (Large),Financials,Insurance
ZNGA,$3B (Small),Information Technology,Software
